,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
2596,2021-03-18, Senior Manager Consulting,Former Employee,"London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great company,"Great company to work for, really enjoyed my time here, learnt a lot","Large company, things take time to action",accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2600,2021-03-19, Analyst,Former Employee,"London, England, England",1,1.0,1.0,3.0,2.0,2.0,1.0,x,r,r,Terrible place,Is there any.... I wish there is minus score for leadership and management... It's a place where good people are being used and xxx ones get away easily and if lucky also get promoted,Worst place among all I have been and heard,accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2604,2021-03-21, Analytics Manager,"Former Employee, more than 3 years","London, England, England",4,2.0,2.0,3.0,4.0,4.0,2.0,o,o,o,Hard but well rewarded,"High pay
Bonus
Clear structure for progression","Robotic management
High stress projects
Long periods working away from home",accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2608,2021-03-21, Strategy Consultant,"Former Employee, more than 3 years","London, England, England",4,1.0,5.0,5.0,5.0,4.0,4.0,v,v,v,Great,"Great people 
Exciting work
Good opportunities","Bad work life balance 
Bad canteen",accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2612,2021-03-22, Strategy Consultant,"Former Employee, less than 1 year","London, England, England",2,1.0,1.0,1.0,4.0,1.0,1.0,x,x,x,"Great branding, some great people, dreadful culture","Opportunity to be involved in great, high profile projects, hands-on experience, recognised global brand that is well perceived, particularly with older generations who remember Anderson consulting, that will help you build a credible network and get great exit opportunities. Lots of access to training. Some of the people are excellent. Corporate perks like gift cards, etc.","Likely underpaid for what you do, lots of weak management who are arrogant and don't realise they actually need support on management and to develop leadership skills, rapid promotion of people with low competence, culture that dislikes thought in favour of highly transactional work that can on occasion be completed to a low standard but passed off as gloss. Can be incredibly hierarchical - but not necessarily pinned to level, depends who likes you. People no matter how good their background and output is are essentially told to 'shut up and make it look pretty', that they 'don't know anything' by very mediocre people rehashing non-sensical ideas in front of clients, or just repeating things they've heard and using consulting jargon to mask things. It's very much a taker culture, full of backstabbing, especially around promotion time. They don't care about people, you are just your employee number. They pay lipservice to all the right things but good luck finding action to actually back it up around things like diversity, work-life balance and mental health. It's mainly marketing, show pony-ism and people stealing other people's ideas while telling them their worth nothing. Disgraceful culture - filled with people who don't even bother to report harassment because they don't feel they'd get much help, particularly if the perpertrators are perceived to be company favourites. Senior people who won't report incidents of people using offensive language around protected characteristics, or intimidating employees who've called these things out (admittedly this seems like a bigger problem in the larger parts of the business), but will go on linkedin and post about their commitment to diversity and promote the completion of conduct surveys, citing that bad behaviour should be called out. People discussed like they are chattle being sold to clients.",accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2616,2021-03-23, Devops Engineer,"Former Employee, more than 3 years","Newcastle, England, England",2,4.0,1.0,5.0,3.0,2.0,2.0,x,x,x,Great people but horrible company and crap pay,"Great people, easy work, good work life balance.",Crap company and pay. Too many people have been there their whole lives and have little knowledge of the real world.,accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2620,2021-03-23, Manager,"Current Employee, more than 1 year","Birmingham, England, England",4,3.0,3.0,1.0,3.0,3.0,3.0,v,v,v,It was good to work there. m perks,"It was good to work there
perks
bonus","no overtime
no timely breaks
overall ok ok",accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2624,2021-03-24, Management Consultant,Former Employee,"London, England, England",3,2.0,3.0,5.0,4.0,5.0,4.0,o,o,o,learn and work a lot,good perks and benefits compared to industry,competitive environment leads to wrong behaviours,accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2628,2021-03-24, Manager,Current Employee,"London, England, England",4,3.0,4.0,4.0,4.0,3.0,4.0,o,o,o,Good team and culture,"Good people, fun to work with and smart.",Poor work life balance and projects not that interesting,accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2632,2021-03-25, App Dev Specialist,"Current Employee, more than 1 year","London, England, England",4,5.0,5.0,5.0,4.0,3.0,3.0,v,v,r,Good Org,Work life balance and knowledge building,"Salary, promotion, band, non technical people.",accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2636,2021-03-25, Sales Director,Current Employee,"London, England, England",3,3.0,3.0,3.0,3.0,3.0,3.0,v,v,v,Accenture,"Very good company culture, really liked it",A lot of pressure and high kpis,accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2640,2021-03-25, Specialist,"Current Employee, more than 3 years","London, England, England",3,4.0,4.0,4.0,4.0,3.0,4.0,v,v,v,Consultant/ Specialist,"Great people culture, great place to learn and grow",Compensation on graduate programmes not great,accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2644,2021-03-25, Technology Strategy Manager,Current Employee,"London, England, England",3,2.0,5.0,5.0,5.0,2.0,3.0,o,o,o,Good,"Competitive, flexible working hours, interesting project","low pay, long hours, complicated internal politics",accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2648,2021-03-26, Analyst,"Current Employee, more than 1 year","London, England, England",4,4.0,5.0,5.0,4.0,4.0,4.0,v,v,v,Great place for a junior employee,"Supportive line managers, great benefits and great flexibility. Even before covid, we were able to work flexibly and at home.",Matrix organisation so you need to pick up things fast and get used to the fact that things constantly change,accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2652,2021-03-26, Associate Manager,"Current Employee, more than 10 years","London, England, England",4,5.0,4.0,5.0,5.0,3.0,3.0,v,v,v,Great place to work,"Lots of opportunities to grow, good salary benefits, work life flexibility","Management pressure, shorter deadlines, work pressure. Slow career growth",accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2656,2021-03-26, Corporate Finance Manager,"Current Employee, more than 5 years","London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,"Innovative, expansive, walks the talk on diversity","One of the most acquisitve companies existing in the present, in constant growth, taking care of the employees development, committed to gender equality goals not just on the speech but on actions. Truly global and multicultural perspective.",I can't think of any.,accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2660,2021-03-27, Senior Manager,Current Employee,"London, England, England",5,4.0,5.0,5.0,5.0,5.0,5.0,v,v,v,"Great people and culture, vast global network, good benefits","Shared Parental Leave 7.5 months full pay 
Leave of Absence flexible career breaks on demand
Purposeful, innovative culture","Living in hotels (pre pandemic)
Pressure with aggressive deadlines
So big and move so often on projects it can take a long time to find a “home”",accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2664,2021-03-27, Senior Manager,"Current Employee, more than 8 years","London, England, England",5,4.0,5.0,5.0,5.0,4.0,3.0,v,v,v,Great company for people development,Great environment to work on,"There's a glass ceiling beyond senior Manager, still operating with a partnership mindset 20 years after going public",accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2668,2021-03-28, Analyst,Current Employee,"London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,o,v,Excellent Onboarding Process,"The interview process was interesting, informative, friendly and challenging.",The waiting time for a response was unknown and took a few weeks.,accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
2672,2021-03-28, Intern,"Former Employee, more than 1 year","London, England, England",3,4.0,4.0,5.0,3.0,3.0,5.0,v,v,v,A nice experience,- great teaching and support from teammates,"- repetitive work, often find you are doing the same thing everyday",accenture,accenture.com,1989.0,information technology and services,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/accenture,190689,455768
